2025-04-14 15:15:05 | INFO | Приложение запущено
2025-04-14 17:13:09 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:13:12 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:13:26 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:14:06 | INFO | Приложение запущено
2025-04-14 17:14:06 | DEBUG | Это отладочное сообщение
2025-04-14 17:14:12 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:14:15 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:14:26 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:15:00 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:15:16 | INFO | Приложение запущено
2025-04-14 17:15:16 | DEBUG | Это отладочное сообщение
2025-04-14 17:15:31 | INFO | Кэш найден по ключу: hotel:795031d009c39dcaf6a07dd519473cf4
2025-04-14 17:15:42 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:15:42 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:15:42 | INFO | Данные сохранены в Redis.
2025-04-14 17:15:52 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:15:52 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:15:52 | INFO | Данные сохранены в Redis.
2025-04-14 17:15:54 | INFO | Кэш найден по ключу: hotel:dca633c39bcc1905f61f90e9c95695af
2025-04-14 17:15:56 | INFO | Кэш найден по ключу: hotel:dca633c39bcc1905f61f90e9c95695af
2025-04-14 17:15:58 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:15:58 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:15:58 | INFO | Данные сохранены в Redis.
2025-04-14 17:16:04 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:16:04 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:16:04 | INFO | Данные сохранены в Redis.
2025-04-14 17:16:21 | INFO | Приложение запущено
2025-04-14 17:16:21 | DEBUG | Это отладочное сообщение
2025-04-14 17:16:27 | INFO | Приложение запущено
2025-04-14 17:16:27 | DEBUG | Это отладочное сообщение
2025-04-14 17:16:33 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:16:33 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:16:33 | INFO | Данные сохранены в Redis.
2025-04-14 17:16:42 | INFO | Кэш найден по ключу: hotel:8cc7995677cdf65a5f64b4a63aca0ea9
2025-04-14 17:18:46 | INFO | Приложение запущено
2025-04-14 17:18:46 | DEBUG | Это отладочное сообщение
2025-04-14 17:20:31 | INFO | Приложение запущено
2025-04-14 17:20:31 | DEBUG | Это отладочное сообщение
2025-04-14 17:21:17 | INFO | Приложение запущено
2025-04-14 17:21:17 | DEBUG | Это отладочное сообщение
2025-04-14 17:21:21 | INFO | Приложение запущено
2025-04-14 17:21:21 | DEBUG | Это отладочное сообщение
2025-04-14 17:21:28 | INFO | Кэш найден по ключу: hotel:8cc7995677cdf65a5f64b4a63aca0ea9
2025-04-14 17:21:34 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:21:34 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 1, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:21:34 | INFO | Данные сохранены в Redis.
2025-04-14 17:21:42 | INFO | Кэш найден по ключу: hotel:5f574c950b2086f1b138f8874eef6997
2025-04-14 17:21:59 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:21:59 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 1, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:22:00 | INFO | Данные сохранены в Redis.
2025-04-14 17:23:21 | INFO | Приложение запущено
2025-04-14 17:23:21 | DEBUG | Это отладочное сообщение
2025-04-14 17:23:33 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:23:33 | DEBUG | Параметры запроса: {'name': 'отель', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 1, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:23:33 | INFO | Данные сохранены в Redis.
2025-04-14 17:23:46 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:23:46 | DEBUG | Параметры запроса: {'name': 'отель', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 1, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:23:46 | INFO | Данные сохранены в Redis.
2025-04-14 17:23:48 | INFO | Кэш найден по ключу: hotel:02e98be839b71ccf7875baaea6c14f40
2025-04-14 17:23:50 | INFO | Кэш найден по ключу: hotel:02e98be839b71ccf7875baaea6c14f40
2025-04-14 17:23:51 | INFO | Кэш найден по ключу: hotel:02e98be839b71ccf7875baaea6c14f40
2025-04-14 17:23:57 | INFO | Приложение запущено
2025-04-14 17:23:57 | DEBUG | Это отладочное сообщение
2025-04-14 17:23:59 | INFO | Приложение запущено
2025-04-14 17:23:59 | DEBUG | Это отладочное сообщение
2025-04-14 17:24:04 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:24:04 | DEBUG | Параметры запроса: {'name': 'отель', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-14 17:24:04 | INFO | Данные сохранены в Redis.
2025-04-14 17:24:08 | INFO | Кэш найден по ключу: hotel:a967b836523338289541bb1a0f6b3a6f
2025-04-14 17:24:14 | INFO | Кэш найден по ключу: hotel:a967b836523338289541bb1a0f6b3a6f
2025-04-14 17:24:18 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:24:18 | DEBUG | Параметры запроса: {'name': 'отель', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-14 17:24:18 | INFO | Данные сохранены в Redis.
2025-04-14 17:24:29 | INFO | Запрос к OpenTripMap API...
2025-04-14 17:24:29 | DEBUG | Параметры запроса: {'name': 'отель', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 1, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-14 17:24:29 | INFO | Данные сохранены в Redis.
2025-04-15 10:17:52 | INFO | Приложение запущено
2025-04-15 10:17:52 | DEBUG | Это отладочное сообщение
2025-04-15 10:20:31 | INFO | Приложение запущено
2025-04-15 10:20:31 | DEBUG | Это отладочное сообщение
2025-04-15 10:24:23 | INFO | Приложение запущено
2025-04-15 10:24:23 | DEBUG | Это отладочное сообщение
2025-04-15 10:31:05 | INFO | Приложение запущено
2025-04-15 10:31:05 | DEBUG | Это отладочное сообщение
2025-04-15 10:32:12 | INFO | Приложение запущено
2025-04-15 10:32:12 | DEBUG | Это отладочное сообщение
2025-04-15 10:36:46 | INFO | Приложение запущено
2025-04-15 10:36:46 | DEBUG | Это отладочное сообщение
2025-04-15 10:36:49 | INFO | Запрос к OpenTripMap API...
2025-04-15 10:36:49 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-15 10:36:49 | INFO | Данные сохранены в Redis.
2025-04-15 10:36:52 | INFO | Кэш найден по ключу: hotel:428d691992d7fe5a65733bbbf2d307f1
2025-04-15 10:36:58 | INFO | Запрос к OpenTripMap API...
2025-04-15 10:36:58 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-15 10:36:58 | INFO | Данные сохранены в Redis.
2025-04-15 11:33:59 | INFO | Приложение запущено
2025-04-15 11:33:59 | DEBUG | Это отладочное сообщение
2025-04-15 11:34:16 | INFO | Запрос к OpenTripMap API...
2025-04-15 11:34:16 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-15 11:34:17 | INFO | Данные сохранены в Redis.
2025-04-15 11:34:24 | INFO | Запрос к OpenTripMap API...
2025-04-15 11:34:24 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-15 11:34:24 | INFO | Данные сохранены в Redis.
2025-04-15 11:34:27 | INFO | Кэш найден по ключу: hotel:428d691992d7fe5a65733bbbf2d307f1
2025-04-15 11:35:23 | INFO | Приложение запущено
2025-04-15 11:35:23 | DEBUG | Это отладочное сообщение
2025-04-15 11:35:25 | WARNING | Redis недоступен: Error connecting to localhost:6379. Multiple exceptions: [Errno 61] Connect call failed ('::1', 6379, 0, 0), [Errno 61] Connect call failed ('127.0.0.1', 6379).
2025-04-15 11:35:47 | WARNING | Redis недоступен: Error connecting to localhost:6379. Multiple exceptions: [Errno 61] Connect call failed ('::1', 6379, 0, 0), [Errno 61] Connect call failed ('127.0.0.1', 6379).
2025-04-15 12:01:30 | INFO | Приложение запущено
2025-04-15 12:01:30 | DEBUG | Это отладочное сообщение
2025-04-15 12:01:41 | INFO | Запрос к OpenTripMap API...
2025-04-15 12:01:41 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 10000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 3, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-15 12:01:42 | INFO | Данные сохранены в Redis.
2025-04-15 12:01:49 | INFO | Запрос к OpenTripMap API...
2025-04-15 12:01:49 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 100000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.distance: 'distance'>}
2025-04-15 12:01:49 | INFO | Данные сохранены в Redis.
2025-04-15 12:01:56 | INFO | Кэш найден по ключу: hotel:483ef48a7ee2d9f09e19ec20c2ae6edd
2025-04-15 12:02:00 | INFO | Запрос к OpenTripMap API...
2025-04-15 12:02:00 | DEBUG | Параметры запроса: {'name': 'гостиница', 'radius': 100000, 'lat': 55.7522, 'lon': 37.6156, 'rate': 2, 'kinds': 'accomodations', 'format': 'json', 'apikey': '5ae2e3f221c38a28845f05b61726374a7919abf7bff262c8b4eb0f44', 'sort_by': <SortByEnum.rating: 'rating'>}
2025-04-15 12:02:00 | INFO | Данные сохранены в Redis.
